Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
2025-10-11,Team D,Team A,1,13:21,4,5,0,0,Team A,92,Puck Recovery,-63.0,16.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:18,4,5,0,0,Team A,5,Play,-31.0,12.5,Direct,,0,0,92,-49.0,-33.5
2025-10-11,Team D,Team A,1,13:17,4,5,0,0,Team A,92,Play,-61.0,-35.5,Direct,,0,0,5,-31.0,-18.5
2025-10-11,Team D,Team A,1,13:15,4,5,0,0,Team A,5,Play,-35.0,-15.5,Direct,,0,0,29,-56.0,27.5
2025-10-11,Team D,Team A,1,13:14,4,5,0,0,Team A,29,Shot,-56.0,27.5,Slapshot,Blocked,1,1,,,
2025-10-11,Team D,Team A,1,13:12,4,5,0,0,Team A,29,Puck Recovery,-71.0,37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,13:08,4,5,0,0,Team A,29,Play,-93.0,27.5,Indirect,,0,0,46,-96.0,9.5
2025-10-11,Team D,Team A,1,13:07,4,5,0,0,Team A,46,Play,-96.0,9.5,Indirect,,0,0,92,-52.0,-38.5
2025-10-11,Team D,Team A,1,13:05,4,5,0,0,Team A,92,Play,-52.0,-38.5,Indirect,,0,0,29,-84.0,36.5
2025-10-11,Team D,Team A,1,13:02,4,5,0,0,Team A,29,Play,-84.0,36.5,Indirect,,0,0,46,-92.0,25.5
2025-10-11,Team D,Team A,1,13:00,4,5,0,0,Team A,46,Play,-96.0,22.5,Indirect,,0,0,92,-83.0,-33.5
2025-10-11,Team D,Team A,1,12:57,4,5,0,0,Team A,92,Play,-92.0,-23.5,Direct,,0,0,39,-68.0,-14.5
2025-10-11,Team D,Team A,1,12:57,4,5,0,0,Team A,39,Play,-68.0,-14.5,Direct,,0,0,5,-39.0,-22.5
2025-10-11,Team D,Team A,1,12:53,4,5,0,0,Team A,5,Shot,-37.0,10.5,Wristshot,Missed,1,0,,,
2025-10-11,Team D,Team A,1,12:47,4,5,0,0,Team A,5,Puck Recovery,19.0,-30.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:46,4,5,0,0,Team A,5,Play,14.0,-37.5,Direct,,0,0,92,-11.0,-37.5
2025-10-11,Team D,Team A,1,12:44,4,5,0,0,Team A,92,Zone Entry,-26.0,-36.5,Carried,,0,0,44,,
2025-10-11,Team D,Team A,1,12:43,4,5,0,0,Team A,92,Play,-36.0,-36.5,Indirect,,0,0,29,-79.0,40.5
2025-10-11,Team D,Team A,1,12:40,4,5,0,0,Team A,29,Incomplete Play,-79.0,40.5,Indirect,,0,0,39,-87.0,11.5
2025-10-11,Team D,Team A,1,12:39,4,5,0,0,Team D,84,Puck Recovery,-94.0,11.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:39,4,5,0,0,Team D,84,Dump In/Out,-94.0,11.5,Retained,,0,0,,,
2025-10-11,Team D,Team A,1,12:31,4,5,0,0,Team D,63,Puck Recovery,93.0,26.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:27,4,5,0,0,Team D,63,Incomplete Play,78.0,37.5,Direct,,0,0,77,77.0,30.5
2025-10-11,Team D,Team A,1,12:26,4,5,0,0,Team A,92,Puck Recovery,85.0,33.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:24,4,5,0,0,Team A,92,Play,96.0,-5.5,Direct,,0,0,63,71.0,-24.5
2025-10-11,Team D,Team A,1,12:21,4,5,0,0,Team A,63,Zone Entry,-26.0,-37.5,Carried,,0,0,52,,
2025-10-11,Team D,Team A,1,12:18,5,5,0,0,Team D,88,Play,-93.0,-18.5,Indirect,,0,0,52,-82.0,-36.5
2025-10-11,Team D,Team A,1,12:18,5,5,0,0,Team D,88,Puck Recovery,-93.0,-18.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:15,5,5,0,0,Team D,52,Play,-79.0,-35.5,Direct,,0,0,77,-57.0,-18.5
2025-10-11,Team D,Team A,1,12:12,5,5,0,0,Team D,77,Play,-21.0,-36.5,Direct,,0,0,75,25.0,-37.5
2025-10-11,Team D,Team A,1,12:11,5,5,0,0,Team D,75,Zone Entry,25.0,-37.5,Carried,,0,0,48,,
2025-10-11,Team D,Team A,1,12:08,5,5,0,0,Team D,75,Shot,85.0,-28.5,Wristshot,Blocked,0,0,,,
2025-10-11,Team D,Team A,1,12:07,5,5,0,0,Team A,45,Puck Recovery,86.0,-6.5,,,0,0,,,
2025-10-11,Team D,Team A,1,12:06,5,5,0,0,Team A,45,Play,89.0,-8.5,Indirect,,0,0,63,49.0,-40.5
2025-10-11,Team D,Team A,1,12:04,5,5,0,0,Team A,63,Play,50.0,-37.5,Direct,,0,0,20,14.0,1.5
2025-10-11,Team D,Team A,1,12:02,5,5,0,0,Team A,20,Incomplete Play,-21.0,23.5,Direct,,0,0,63,-17.0,-14.5
2025-10-11,Team D,Team A,1,12:01,5,5,0,0,Team A,20,Puck Recovery,-19.0,29.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:58,5,5,0,0,Team D,88,Puck Recovery,-14.0,34.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:57,5,5,0,0,Team A,63,Play,1.0,31.5,Indirect,,0,0,48,67.0,-36.5
2025-10-11,Team D,Team A,1,11:57,5,5,0,0,Team A,63,Takeaway,-9.0,32.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:54,5,5,0,0,Team A,48,Play,67.0,-36.5,Indirect,,0,0,61,35.0,-38.5
2025-10-11,Team D,Team A,1,11:50,5,5,0,0,Team A,61,Zone Entry,-26.0,-37.5,Dumped,,0,0,52,,
2025-10-11,Team D,Team A,1,11:50,5,5,0,0,Team A,61,Dump In/Out,-1.0,-35.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,11:47,5,5,0,0,Team D,88,Play,-96.0,23.5,Indirect,,0,0,42,-82.0,36.5
2025-10-11,Team D,Team A,1,11:47,5,5,0,0,Team D,88,Puck Recovery,-96.0,23.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:43,5,5,0,0,Team D,42,Play,-75.0,38.5,Direct,,0,0,88,-70.0,28.5
2025-10-11,Team D,Team A,1,11:43,5,5,0,0,Team A,61,Puck Recovery,-59.0,19.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:40,5,5,0,0,Team A,61,Shot,-69.0,-0.5,Wristshot,Blocked,1,0,,,
2025-10-11,Team D,Team A,1,11:39,5,5,0,0,Team A,61,Puck Recovery,-70.0,-7.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:38,5,5,0,0,Team A,61,Play,-71.0,-13.5,Direct,,0,0,72,-33.0,-20.5
2025-10-11,Team D,Team A,1,11:37,5,5,0,0,Team A,72,Play,-34.0,-12.5,Direct,,0,0,59,-38.0,34.5
2025-10-11,Team D,Team A,1,11:33,5,5,0,0,Team A,59,Play,-34.0,21.5,Indirect,,0,0,72,-43.0,-35.5
2025-10-11,Team D,Team A,1,11:30,5,5,0,0,Team A,72,Shot,-80.0,-19.5,Wristshot,Blocked,1,0,,,
2025-10-11,Team D,Team A,1,11:28,5,5,0,0,Team A,72,Puck Recovery,-89.0,-24.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:27,5,5,0,0,Team A,72,Play,-86.0,-32.5,Indirect,,0,0,61,-95.0,2.5
2025-10-11,Team D,Team A,1,11:22,5,5,0,0,Team A,61,Play,-44.0,36.5,Direct,,0,0,59,-32.0,5.5
2025-10-11,Team D,Team A,1,11:20,5,5,0,0,Team A,59,Play,-34.0,-4.5,Direct,,0,0,72,-54.0,-35.5
2025-10-11,Team D,Team A,1,11:18,5,5,0,0,Team A,72,Shot,-79.0,-22.5,Wristshot,On Net,0,0,,,
2025-10-11,Team D,Team A,1,11:15,5,5,0,0,Team D,36,Play,-65.0,-5.5,Direct,,0,0,42,-49.0,7.5
2025-10-11,Team D,Team A,1,11:15,5,5,0,0,Team D,36,Puck Recovery,-67.0,-6.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:11,5,5,0,0,Team D,42,Play,35.0,25.5,Direct,,0,0,28,43.0,-2.5
2025-10-11,Team D,Team A,1,11:11,5,5,0,0,Team D,42,Zone Entry,25.0,23.5,Carried,,0,0,59,,
2025-10-11,Team D,Team A,1,11:10,5,5,0,0,Team D,28,Play,43.0,-2.5,Direct,,0,0,42,66.0,14.5
2025-10-11,Team D,Team A,1,11:10,5,5,0,0,Team D,42,Play,66.0,14.5,Direct,,0,0,36,80.0,-2.5
2025-10-11,Team D,Team A,1,11:09,5,5,0,0,Team D,36,Shot,80.0,-2.5,Deflection,Missed,0,0,,,
2025-10-11,Team D,Team A,1,11:07,5,5,0,0,Team D,28,Puck Recovery,93.0,-21.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:06,5,5,0,0,Team D,28,Play,95.0,-19.5,Direct,,0,0,42,95.0,15.5
2025-10-11,Team D,Team A,1,11:05,5,5,0,0,Team D,42,Play,94.0,18.5,Direct,,0,0,79,38.0,10.5
2025-10-11,Team D,Team A,1,11:04,5,5,0,0,Team D,79,Shot,53.0,19.5,Snapshot,Missed,1,0,,,
2025-10-11,Team D,Team A,1,11:02,5,5,0,0,Team D,28,Puck Recovery,93.0,8.5,,,0,0,,,
2025-10-11,Team D,Team A,1,11:00,5,5,0,0,Team D,28,Play,92.0,15.5,Direct,,0,0,42,79.0,8.5
2025-10-11,Team D,Team A,1,10:58,5,5,0,0,Team A,9,Puck Recovery,74.0,11.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:58,5,5,0,0,Team A,9,Incomplete Play,74.0,11.5,Direct,,0,0,14,51.0,14.5
2025-10-11,Team D,Team A,1,10:55,5,5,0,0,Team D,79,Puck Recovery,31.0,7.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:55,5,5,0,0,Team D,79,Play,31.0,7.5,Direct,,0,0,51,45.0,-35.5
2025-10-11,Team D,Team A,1,10:51,5,5,0,0,Team D,51,Shot,33.0,1.5,Wristshot,Blocked,1,0,,,
2025-10-11,Team D,Team A,1,10:49,5,5,0,0,Team D,25,Faceoff Win,69.0,-21.5,Backhand,,0,0,14,,
2025-10-11,Team D,Team A,1,10:46,5,5,0,0,Team D,50,Incomplete Play,69.0,-21.5,Direct,,0,0,51,34.0,-24.5
2025-10-11,Team D,Team A,1,10:46,5,5,0,0,Team D,50,Puck Recovery,69.0,-21.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:43,5,5,0,0,Team D,84,Play,-20.0,14.5,Direct,,0,0,51,-35.0,-24.5
2025-10-11,Team D,Team A,1,10:43,5,5,0,0,Team D,84,Puck Recovery,-20.0,14.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:41,5,5,0,0,Team D,51,Play,-21.0,-32.5,Direct,,0,0,25,11.0,-20.5
2025-10-11,Team D,Team A,1,10:40,5,5,0,0,Team D,25,Dump In/Out,11.0,-20.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,10:39,5,5,0,0,Team D,25,Zone Entry,25.0,-6.5,Dumped,,0,0,48,,
2025-10-11,Team D,Team A,1,10:35,5,5,0,0,Team A,48,Puck Recovery,90.0,29.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:35,5,5,0,0,Team A,48,Play,90.0,29.5,Indirect,,0,0,17,49.0,37.5
2025-10-11,Team D,Team A,1,10:33,5,5,0,0,Team A,17,Play,44.0,39.5,Direct,,0,0,14,44.0,25.5
2025-10-11,Team D,Team A,1,10:31,5,5,0,0,Team A,14,Incomplete Play,4.0,24.5,Direct,,0,0,71,-23.0,35.5
2025-10-11,Team D,Team A,1,10:30,5,5,0,0,Team D,84,Puck Recovery,-36.0,25.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:28,5,5,0,0,Team D,84,Play,-40.0,12.5,Direct,,0,0,51,-25.0,-34.5
2025-10-11,Team D,Team A,1,10:25,5,5,0,0,Team D,51,Dump In/Out,8.0,-39.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,10:25,5,5,0,0,Team D,51,Zone Entry,25.0,-38.5,Dumped,,0,0,72,,
2025-10-11,Team D,Team A,1,10:23,5,5,0,0,Team A,59,Puck Recovery,79.0,37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:23,5,5,0,0,Team A,59,Play,79.0,37.5,Indirect,,0,0,17,59.0,-35.5
2025-10-11,Team D,Team A,1,10:18,5,5,0,0,Team A,17,Incomplete Play,63.0,-37.5,Direct,,0,0,14,30.0,-38.5
2025-10-11,Team D,Team A,1,10:18,5,5,0,0,Team D,75,Takeaway,48.0,-39.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:17,5,5,0,0,Team D,75,Shot,46.0,-36.5,Wristshot,On Net,1,0,,,
2025-10-11,Team D,Team A,1,10:13,5,5,0,0,Team A,63,Faceoff Win,69.0,-21.5,Backhand,,0,0,12,,
2025-10-11,Team D,Team A,1,10:11,5,5,0,0,Team A,45,Puck Recovery,73.0,-20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:10,5,5,0,0,Team A,45,Dump In/Out,54.0,-35.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,10:06,5,5,0,0,Team A,63,Faceoff Win,69.0,22.5,Backhand,,0,0,12,,
2025-10-11,Team D,Team A,1,10:05,5,5,0,0,Team A,3,Incomplete Play,71.0,13.5,Direct,,0,0,92,71.0,-2.5
2025-10-11,Team D,Team A,1,10:05,5,5,0,0,Team A,3,Puck Recovery,71.0,13.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:02,5,5,0,0,Team D,52,Play,50.0,-32.5,Direct,,0,0,63,69.0,-31.5
2025-10-11,Team D,Team A,1,10:02,5,5,0,0,Team D,52,Puck Recovery,50.0,-32.5,,,0,0,,,
2025-10-11,Team D,Team A,1,10:01,5,5,0,0,Team D,63,Play,66.0,-36.5,Indirect,,0,0,12,93.0,-2.5
2025-10-11,Team D,Team A,1,09:55,5,5,0,0,Team D,12,Play,83.0,-33.5,Direct,,0,0,63,60.0,-10.5
2025-10-11,Team D,Team A,1,09:53,5,5,0,0,Team A,63,Puck Recovery,59.0,-26.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:53,5,5,0,0,Team A,63,Dump In/Out,59.0,-26.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,09:50,5,5,0,0,Team D,88,Play,33.0,39.5,Indirect,,0,0,37,93.0,12.5
2025-10-11,Team D,Team A,1,09:50,5,5,0,0,Team D,88,Puck Recovery,33.0,39.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:48,5,5,0,0,Team A,3,Play,95.0,-14.5,Indirect,,0,0,92,37.0,-39.5
2025-10-11,Team D,Team A,1,09:48,5,5,0,0,Team A,3,Puck Recovery,95.0,-14.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:45,5,5,0,0,Team A,92,Play,35.0,-36.5,Direct,,0,0,29,24.0,-22.5
2025-10-11,Team D,Team A,1,09:43,5,5,0,0,Team A,29,Play,-5.0,1.5,Direct,,0,0,45,-13.0,18.5
2025-10-11,Team D,Team A,1,09:42,5,5,0,0,Team A,45,Play,-18.0,21.5,Direct,,0,0,63,-29.0,37.5
2025-10-11,Team D,Team A,1,09:42,5,5,0,0,Team A,45,Zone Entry,-25.0,34.5,Played,,0,0,88,,
2025-10-11,Team D,Team A,1,09:40,5,5,0,0,Team A,63,Play,-44.0,40.5,Direct,,0,0,92,-64.0,-7.5
2025-10-11,Team D,Team A,1,09:36,5,5,0,0,Team A,92,Puck Recovery,-81.0,-36.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:36,5,5,0,0,Team A,92,Play,-81.0,-36.5,Direct,,0,0,29,-85.0,-20.5
2025-10-11,Team D,Team A,1,09:33,5,5,0,0,Team A,29,Play,-94.0,-8.5,Indirect,,0,0,45,-37.0,38.5
2025-10-11,Team D,Team A,1,09:30,5,5,0,0,Team A,45,Shot,-30.0,27.5,Wristshot,On Net,1,0,,,
2025-10-11,Team D,Team A,1,09:27,5,5,0,0,Team A,92,Incomplete Play,-69.0,-28.5,Direct,,0,0,63,-77.0,9.5
2025-10-11,Team D,Team A,1,09:27,5,5,0,0,Team A,92,Puck Recovery,-69.0,-28.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:25,5,5,0,0,Team D,37,Puck Recovery,-71.0,27.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:21,5,5,0,0,Team D,37,Dump In/Out,2.0,40.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,09:18,5,5,0,0,Team A,Go,Play,98.0,0.5,Indirect,,0,0,48,98.0,0.5
2025-10-11,Team D,Team A,1,09:18,5,5,0,0,Team A,Go,Puck Recovery,98.0,0.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:12,5,5,0,0,Team A,48,Play,87.0,14.5,Direct,,0,0,45,67.0,38.5
2025-10-11,Team D,Team A,1,09:10,5,5,0,0,Team A,45,Incomplete Play,54.0,36.5,Direct,,0,0,39,-2.0,23.5
2025-10-11,Team D,Team A,1,09:09,5,5,0,0,Team D,36,Takeaway,6.0,20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:08,5,5,0,0,Team D,36,Zone Entry,25.0,8.5,Carried,,0,0,48,,
2025-10-11,Team D,Team A,1,09:07,5,5,0,0,Team D,36,Shot,44.0,-14.5,Wristshot,Blocked,0,0,,,
2025-10-11,Team D,Team A,1,09:04,5,5,0,0,Team A,39,Faceoff Win,69.0,-21.5,Backhand,,0,0,28,,
2025-10-11,Team D,Team A,1,09:03,5,5,0,0,Team A,48,Puck Recovery,61.0,-25.5,,,0,0,,,
2025-10-11,Team D,Team A,1,09:03,5,5,0,0,Team A,48,Play,61.0,-25.5,Direct,,0,0,39,71.0,-24.5
2025-10-11,Team D,Team A,1,09:02,5,5,0,0,Team A,39,Play,71.0,-24.5,Indirect,,0,0,9,93.0,14.5
2025-10-11,Team D,Team A,1,08:57,5,5,0,0,Team A,9,Incomplete Play,74.0,39.5,Direct,,0,0,20,35.0,20.5
2025-10-11,Team D,Team A,1,08:54,5,5,0,0,Team A,9,Play,80.0,36.5,Indirect,,0,0,48,95.0,2.5
2025-10-11,Team D,Team A,1,08:54,5,5,0,0,Team A,9,Puck Recovery,80.0,36.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:51,5,5,0,0,Team A,48,Play,74.0,-24.5,Direct,,0,0,20,25.0,-32.5
2025-10-11,Team D,Team A,1,08:48,5,5,0,0,Team A,20,Play,-6.0,-26.5,Direct,,0,0,9,-25.0,33.5
2025-10-11,Team D,Team A,1,08:47,5,5,0,0,Team A,9,Zone Entry,-25.0,33.5,Carried,,0,0,44,,
2025-10-11,Team D,Team A,1,08:46,5,5,0,0,Team A,9,Shot,-60.0,26.5,Snapshot,On Net,0,0,,,
2025-10-11,Team D,Team A,1,08:45,5,5,0,0,Team D,77,Faceoff Win,-69.0,22.5,Backhand,,0,0,88,,
2025-10-11,Team D,Team A,1,08:44,5,5,0,0,Team D,84,Puck Recovery,-84.0,22.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:42,5,5,0,0,Team D,84,Play,-69.0,-0.5,Direct,,0,0,42,-39.0,-31.5
2025-10-11,Team D,Team A,1,08:39,5,5,0,0,Team D,42,Zone Entry,25.0,-38.5,Dumped,,0,0,48,,
2025-10-11,Team D,Team A,1,08:39,5,5,0,0,Team D,42,Dump In/Out,2.0,-35.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,08:36,5,5,0,0,Team A,5,Play,95.0,-10.5,Indirect,,0,0,48,82.0,-33.5
2025-10-11,Team D,Team A,1,08:36,5,5,0,0,Team A,5,Puck Recovery,95.0,-10.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:33,5,5,0,0,Team A,48,Play,82.0,-33.5,Direct,,0,0,46,40.0,-37.5
2025-10-11,Team D,Team A,1,08:32,5,5,0,0,Team D,51,Puck Recovery,39.0,-36.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:30,5,5,0,0,Team D,51,Play,49.0,-35.5,Direct,,0,0,42,69.0,-26.5
2025-10-11,Team D,Team A,1,08:28,5,5,0,0,Team D,42,Play,74.0,-15.5,Direct,,0,0,8,56.0,-8.5
2025-10-11,Team D,Team A,1,08:27,5,5,0,0,Team D,8,Shot,61.0,-8.5,Snapshot,On Net,1,0,,,
2025-10-11,Team D,Team A,1,08:26,5,5,0,0,Team D,8,Puck Recovery,70.0,24.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:24,5,5,0,0,Team D,8,Play,70.0,38.5,Direct,,0,0,84,32.0,37.5
2025-10-11,Team D,Team A,1,08:22,5,5,0,0,Team D,84,Shot,34.0,9.5,Slapshot,Missed,1,0,,,
2025-10-11,Team D,Team A,1,08:19,5,5,0,0,Team D,51,Play,63.0,-34.5,Indirect,,0,0,77,75.0,-35.5
2025-10-11,Team D,Team A,1,08:19,5,5,0,0,Team D,51,Puck Recovery,63.0,-34.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:17,5,5,0,0,Team D,77,Incomplete Play,82.0,-33.5,Direct,,0,0,42,82.0,-0.5
2025-10-11,Team D,Team A,1,08:16,5,5,0,0,Team A,48,Takeaway,84.0,-4.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:16,5,5,0,0,Team A,48,Play,84.0,-4.5,Direct,,0,0,46,66.0,-8.5
2025-10-11,Team D,Team A,1,08:12,5,5,0,0,Team A,46,Play,-8.0,1.5,Direct,,0,0,88,-25.0,-14.5
2025-10-11,Team D,Team A,1,08:12,5,5,0,0,Team A,88,Dump In/Out,-24.0,-14.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,08:12,5,5,0,0,Team A,88,Zone Entry,-25.0,-14.5,Dumped,,0,0,51,,
2025-10-11,Team D,Team A,1,08:11,5,5,0,0,Team D,51,Puck Recovery,-37.0,-20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:09,5,5,0,0,Team D,51,Play,-79.0,-20.5,Indirect,,0,0,42,-19.0,-38.5
2025-10-11,Team D,Team A,1,08:07,5,5,0,0,Team D,42,Incomplete Play,-18.0,-38.5,Direct,,0,0,77,-5.0,-0.5
2025-10-11,Team D,Team A,1,08:04,5,5,0,0,Team A,59,Puck Recovery,37.0,31.5,,,0,0,,,
2025-10-11,Team D,Team A,1,08:01,5,5,0,0,Team A,59,Play,43.0,-12.5,Indirect,,0,0,88,-8.0,-36.5
2025-10-11,Team D,Team A,1,08:00,5,5,0,0,Team A,88,Dump In/Out,-8.0,-36.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,08:00,5,5,0,0,Team A,88,Zone Entry,-25.0,-34.5,Dumped,,0,0,79,,
2025-10-11,Team D,Team A,1,07:56,5,5,0,0,Team D,44,Incomplete Play,-95.0,13.5,Indirect,,0,0,79,-93.0,-14.5
2025-10-11,Team D,Team A,1,07:56,5,5,0,0,Team D,44,Puck Recovery,-95.0,13.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:55,5,5,0,0,Team A,17,Takeaway,-95.0,12.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:54,5,5,0,0,Team A,17,Play,-95.0,12.5,Direct,,0,0,71,-76.0,6.5
2025-10-11,Team D,Team A,1,07:53,5,5,0,0,Team A,71,Shot,-79.0,8.5,Wristshot,On Net,0,0,,,
2025-10-11,Team D,Team A,1,07:52,5,5,0,0,Team A,17,Puck Recovery,-85.0,10.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:52,5,5,0,0,Team A,17,Shot,-85.0,10.5,Wristshot,On Net,0,0,,,
2025-10-11,Team D,Team A,1,07:48,5,5,0,0,Team A,17,Play,-94.0,10.5,Direct,,0,0,71,-97.0,-0.5
2025-10-11,Team D,Team A,1,07:48,5,5,0,0,Team A,17,Puck Recovery,-94.0,10.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:46,5,5,0,0,Team D,75,Play,-98.0,5.5,Indirect,,0,0,50,-76.0,-35.5
2025-10-11,Team D,Team A,1,07:46,5,5,0,0,Team D,75,Puck Recovery,-98.0,5.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:43,5,5,0,0,Team D,50,Incomplete Play,-76.0,-35.5,Direct,,0,0,25,-49.0,-33.5
2025-10-11,Team D,Team A,1,07:42,5,5,0,0,Team A,72,Puck Recovery,-29.0,-37.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:42,5,5,0,0,Team A,72,Play,-29.0,-37.5,Indirect,,0,0,17,-58.0,40.5
2025-10-11,Team D,Team A,1,07:35,5,5,0,0,Team D,44,Puck Recovery,-93.0,24.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:32,5,5,0,0,Team D,44,Play,-98.0,10.5,Indirect,,0,0,79,-94.0,-13.5
2025-10-11,Team D,Team A,1,07:30,5,5,0,0,Team D,79,Play,-90.0,-20.5,Direct,,0,0,50,-68.0,-37.5
2025-10-11,Team D,Team A,1,07:29,5,5,0,0,Team D,50,Dump In/Out,-68.0,-37.5,Lost,,0,0,,,
2025-10-11,Team D,Team A,1,07:27,5,5,0,0,Team A,59,Puck Recovery,14.0,-35.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:22,5,5,0,0,Team A,59,Zone Entry,-26.0,38.5,Carried,,0,0,44,,
2025-10-11,Team D,Team A,1,07:21,5,5,0,0,Team A,59,Play,-47.0,39.5,Indirect,,0,0,17,-39.0,39.5
2025-10-11,Team D,Team A,1,07:20,5,5,0,0,Team A,17,Shot,-39.0,39.5,Snapshot,On Net,0,0,,,
2025-10-11,Team D,Team A,1,07:17,5,5,0,0,Team A,14,Puck Recovery,-71.0,-38.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:10,5,5,0,0,Team A,71,Puck Recovery,-94.0,-22.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:09,5,5,0,0,Team A,71,Play,-92.0,-19.5,Indirect,,0,0,3,-48.0,38.5
2025-10-11,Team D,Team A,1,07:06,5,5,0,0,Team A,3,Shot,-34.0,24.5,Wristshot,Missed,1,0,,,
2025-10-11,Team D,Team A,1,07:05,5,5,0,0,Team A,14,Shot,-65.0,8.5,Deflection,On Net,1,0,,,
2025-10-11,Team D,Team A,1,07:04,5,5,0,0,Team D,12,Faceoff Win,-69.0,22.5,Backhand,,0,0,63,,
2025-10-11,Team D,Team A,1,07:03,5,5,0,0,Team D,63,Puck Recovery,-69.0,22.5,,,0,0,,,
2025-10-11,Team D,Team A,1,07:03,5,5,0,0,Team D,63,Play,-69.0,22.5,Direct,,0,0,52,-90.0,19.5
2025-10-11,Team D,Team A,1,07:01,5,5,0,0,Team D,52,Play,-94.0,7.5,Direct,,0,0,37,-87.0,-28.5
2025-10-11,Team D,Team A,1,06:59,5,5,0,0,Team D,37,Play,-67.0,-38.5,Direct,,0,0,12,4.0,35.5
2025-10-11,Team D,Team A,1,06:55,5,5,0,0,Team A,29,Puck Recovery,12.0,12.5,,,0,0,,,
2025-10-11,Team D,Team A,1,06:52,5,5,0,0,Team A,29,Zone Entry,-26.0,-36.5,Dumped,,0,0,52,,
2025-10-11,Team D,Team A,1,06:52,5,5,0,0,Team A,29,Dump In/Out,-26.0,-36.5,Retained,,0,0,,,
2025-10-11,Team D,Team A,1,06:49,5,5,0,0,Team A,63,Play,-96.0,-20.5,Indirect,,0,0,92,-78.0,39.5
2025-10-11,Team D,Team A,1,06:49,5,5,0,0,Team A,63,Puck Recovery,-96.0,-20.5,,,0,0,,,
2025-10-11,Team D,Team A,1,06:44,5,5,0,0,Team A,92,Play,-83.0,36.5,Indirect,,0,0,45,-30.0,39.5
